id_sensor,date,time,pm1,pm25,pm10,co,temperature,humidity,pressure
2,2024-07-02,13:28:00,32,40,45,7.818904877,25.29999924,57.29999924,908.7661743
1,2024-07-02,13:28:04,31,39,44,9.538079262,25.89999962,58.29999924,924.7923584
2,2024-07-02,13:28:30,31,38,43,7.813203812,25.19999886,57.09999847,908.7597656
1,2024-07-02,13:28:34,31,39,44,9.517789841,25.89999962,58.29999924,924.7689819
2,2024-07-02,13:29:00,31,38,43,7.807506084,25.19999886,57.20000076,908.756958
1,2024-07-02,13:29:04,31,38,43,9.517789841,25.89999962,58.29999924,924.7420044
2,2024-07-02,13:29:30,33,41,46,7.824605942,25.29999924,57.40000153,908.7718506
1,2024-07-02,13:29:34,31,38,43,9.538079262,25.79999924,58.29999924,924.7493896
2,2024-07-02,13:30:00,32,40,45,7.824605942,25.29999924,57.40000153,908.7728271
1,2024-07-02,13:30:04,31,38,43,9.517789841,25.89999962,58.29999924,924.7952881
2,2024-07-02,13:30:30,32,40,45,7.847432137,25.29999924,57.29999924,908.7823486
1,2024-07-02,13:30:34,29,36,40,9.517789841,25.89999962,58.29999924,924.762207
2,2024-07-02,13:31:00,33,41,46,7.836016655,25.29999924,57.09999847,908.7676392
1,2024-07-02,13:31:04,30,37,41,9.517789841,25.89999962,58.29999924,924.7731323
2,2024-07-02,13:31:30,31,39,44,7.836016655,25.29999924,57.29999924,908.7546387
1,2024-07-02,13:31:34,30,37,41,9.538079262,25.89999962,58.29999924,924.7852173
1,2024-07-02,13:32:04,30,37,41,9.517789841,25.89999962,58.29999924,924.7902832
1,2024-07-02,13:32:34,28,35,39,9.517789841,25.89999962,58.29999924,924.7832642
1,2024-07-02,13:33:04,29,36,40,9.538079262,25.89999962,58.29999924,924.7348633
1,2024-07-02,13:33:34,30,37,41,9.517789841,25.89999962,58.29999924,924.7611694
1,2024-07-02,13:34:04,29,36,40,9.517789841,25.89999962,58.29999924,924.7645264
1,2024-07-02,13:34:34,29,36,40,9.517789841,25.89999962,58.29999924,924.7683105
1,2024-07-02,13:35:04,29,36,40,9.517789841,25.89999962,58.20000076,924.7597046
2,2024-07-02,13:35:24,33,41,46,7.830309868,25.29999924,57.40000153,908.6401367
2,2024-07-02,13:35:24,34,42,48,7.836016655,25.10000038,58.0,908.739624
2,2024-07-02,13:35:24,34,42,48,7.836016655,25.10000038,58.0,908.7595215
2,2024-07-02,13:35:24,34,42,48,7.836016655,25.10000038,58.0,908.7532959
2,2024-07-02,13:35:24,34,42,48,7.836016655,25.10000038,58.0,908.7235718
2,2024-07-02,13:35:24,34,42,48,7.836016655,25.10000038,58.0,908.7327881
2,2024-07-02,13:35:30,34,42,48,7.847432137,25.19999886,58.0,908.7653809
1,2024-07-02,13:35:34,28,35,39,9.517789841,25.89999962,58.29999924,924.7327881
2,2024-07-02,13:36:00,33,41,46,7.847432137,25.10000038,58.0,908.7792358
1,2024-07-02,13:36:04,28,35,39,9.517789841,25.89999962,58.29999924,924.736145
2,2024-07-02,13:36:30,31,38,43,7.870288372,25.19999886,58.09999847,908.6984863
1,2024-07-02,13:36:34,26,33,37,9.517789841,25.89999962,58.20000076,924.7167358
2,2024-07-02,13:37:00,31,39,44,7.916092396,25.0,58.79999924,908.7150879
1,2024-07-02,13:37:04,27,34,38,9.517789841,25.89999962,58.20000076,924.7409668
2,2024-07-02,13:37:30,33,41,46,7.916092396,25.0,59.09999847,908.7155762
1,2024-07-02,13:37:34,28,35,39,9.538079262,25.89999962,58.29999924,924.7213135
2,2024-07-02,13:38:00,31,38,43,7.910358906,25.0,59.0,908.7229004
1,2024-07-02,13:38:04,28,35,39,9.517789841,25.89999962,58.20000076,924.7320557
2,2024-07-02,13:38:30,30,37,42,7.876007557,25.0,59.0,908.7191162
1,2024-07-02,13:38:34,29,36,40,9.517789841,25.99999809,58.20000076,924.743103
1,2024-07-02,13:39:04,27,34,38,9.517789841,25.99999809,58.20000076,924.5663452
1,2024-07-02,13:39:34,27,34,38,9.517789841,25.99999809,58.29999924,924.7490845
1,2024-07-02,13:40:04,30,37,41,9.517789841,25.99999809,58.29999924,924.6400146
2,2024-07-02,13:40:05,31,39,44,7.870288372,25.0,58.90000153,908.7160645
2,2024-07-02,13:40:05,30,37,41,7.870288372,24.89999962,58.90000153,908.72052
2,2024-07-02,13:40:05,30,37,41,7.870288372,24.89999962,58.90000153,908.7312622
2,2024-07-02,13:40:30,29,36,40,7.853142738,24.89999962,58.79999924,908.7397461
1,2024-07-02,13:40:34,31,38,43,9.517789841,25.99999809,58.20000076,924.6768799
2,2024-07-02,13:41:00,32,40,45,7.847432137,25.0,58.70000076,908.6835938
1,2024-07-02,13:41:04,28,35,39,9.517789841,25.99999809,58.29999924,924.7369385
2,2024-07-02,13:41:30,34,42,47,7.824605942,25.0,58.20000076,908.7189331
1,2024-07-02,13:41:34,29,36,40,9.517789841,25.99999809,58.29999924,924.7285767
2,2024-07-02,13:42:00,32,40,45,7.767672062,24.89999962,58.09999847,908.7255249
1,2024-07-02,13:42:04,29,36,40,9.538079262,25.99999809,58.29999924,924.706543
2,2024-07-02,13:42:30,32,40,45,7.716592312,24.89999962,57.70000076,908.7158813
1,2024-07-02,13:42:34,28,35,39,9.538079262,25.99999809,58.29999924,924.7334595
2,2024-07-02,13:43:00,32,40,45,7.722259521,24.89999962,57.70000076,908.7044678
1,2024-07-02,13:43:04,27,34,38,9.538079262,25.99999809,58.40000153,924.7316895
2,2024-07-02,13:43:30,32,40,45,7.688281059,25.0,57.20000076,908.680481
1,2024-07-02,13:43:34,27,34,38,9.538079262,25.99999809,58.29999924,924.7352905
2,2024-07-02,13:44:00,32,40,45,7.710926056,25.0,57.09999847,908.7070313
1,2024-07-02,13:44:04,26,33,37,9.538079262,25.99999809,58.40000153,924.7605591
2,2024-07-02,13:44:30,33,41,46,7.767672062,25.10000038,57.40000153,908.6973267
1,2024-07-02,13:44:34,26,33,37,9.538079262,25.99999809,58.40000153,924.7557983
2,2024-07-02,13:45:00,33,41,46,7.796115398,25.10000038,57.70000076,908.678772
1,2024-07-02,13:45:04,26,33,37,9.538079262,25.89999962,58.5,924.729248
2,2024-07-02,13:45:30,30,37,41,7.841722965,25.10000038,58.09999847,908.6894531
1,2024-07-02,13:45:34,27,34,38,9.538079262,25.89999962,58.5,924.7427368
2,2024-07-02,13:46:00,31,38,43,7.853142738,25.19999886,58.09999847,908.6720581
1,2024-07-02,13:46:04,27,34,38,9.538079262,25.89999962,58.5,924.7355957
2,2024-07-02,13:46:30,31,38,43,7.830309868,25.19999886,58.0,908.6548462
1,2024-07-02,13:46:34,26,33,37,9.517789841,25.89999962,58.59999847,924.6530762
2,2024-07-02,13:47:00,31,39,44,7.841722965,25.19999886,57.90000153,908.6790771
1,2024-07-02,13:47:04,28,35,39,9.517789841,25.89999962,58.59999847,924.7103271
2,2024-07-02,13:47:30,32,40,45,7.836016655,25.19999886,57.90000153,908.678894
1,2024-07-02,13:47:34,28,35,39,9.517789841,25.89999962,58.59999847,924.7525024
2,2024-07-02,13:48:00,31,38,43,7.836016655,25.19999886,58.0,908.6746826
1,2024-07-02,13:48:04,28,35,39,9.517789841,25.89999962,58.70000076,924.7145386
2,2024-07-02,13:48:30,30,37,42,7.847432137,25.19999886,57.90000153,908.65625
1,2024-07-02,13:48:34,28,35,39,9.517789841,25.89999962,58.70000076,924.7393799
2,2024-07-02,13:49:00,30,37,42,7.813203812,25.19999886,57.70000076,908.647522
1,2024-07-02,13:49:04,26,33,37,9.497513771,25.89999962,58.70000076,924.7070923
2,2024-07-02,13:49:30,30,37,41,7.830309868,25.19999886,57.79999924,908.68396
1,2024-07-02,13:49:34,26,32,36,9.497513771,25.89999962,58.70000076,924.7077637
2,2024-07-02,13:50:00,29,36,40,7.818904877,25.19999886,57.70000076,908.642334
1,2024-07-02,13:50:04,27,34,38,9.497513771,25.89999962,58.59999847,924.7079468
2,2024-07-02,13:50:30,29,36,40,7.836016655,25.19999886,58.0,908.6353149
1,2024-07-02,13:50:34,27,34,38,9.497513771,25.89999962,58.70000076,924.7131958
2,2024-07-02,13:51:00,30,37,41,7.841722965,25.29999924,57.79999924,908.644043
1,2024-07-02,13:51:04,26,33,37,9.497513771,25.79999924,58.79999924,924.7523193
2,2024-07-02,13:51:30,30,37,42,7.847432137,25.29999924,57.90000153,908.6409302
1,2024-07-02,13:51:34,25,31,35,9.497513771,25.89999962,58.79999924,924.7098999
2,2024-07-02,13:52:00,31,39,44,7.876007557,25.29999924,58.09999847,908.6369019
1,2024-07-02,13:52:04,26,33,37,9.497513771,25.79999924,58.90000153,924.6846924
2,2024-07-02,13:52:30,31,38,43,7.853142738,25.29999924,57.90000153,908.6221924
1,2024-07-02,13:52:34,26,33,37,9.497513771,25.79999924,58.79999924,924.6760864
2,2024-07-02,13:53:00,28,35,39,7.818904877,25.29999924,57.70000076,908.5870361
1,2024-07-02,13:53:04,27,34,38,9.497513771,25.79999924,58.90000153,924.6559448
2,2024-07-02,13:53:30,28,35,39,7.830309868,25.29999924,57.70000076,908.6029663
1,2024-07-02,13:53:34,27,34,38,9.477257729,25.79999924,58.90000153,924.6073608
2,2024-07-02,13:54:00,29,36,40,7.830309868,25.29999924,57.59999847,908.5784912
1,2024-07-02,13:54:04,28,35,39,9.477257729,25.79999924,59.0,924.6254883
2,2024-07-02,13:54:30,29,36,40,7.818904877,25.29999924,57.59999847,908.5918579
1,2024-07-02,13:54:34,29,36,40,9.477257729,25.79999924,59.0,924.3748169
2,2024-07-02,13:55:00,28,35,39,7.830309868,25.29999924,57.59999847,908.5532837
1,2024-07-02,13:55:04,28,35,39,9.477257729,25.69999886,59.09999847,924.6137695
2,2024-07-02,13:55:30,30,37,43,7.830309868,25.29999924,57.70000076,908.5296631
1,2024-07-02,13:55:34,28,35,39,9.477257729,25.69999886,59.09999847,924.5081177
2,2024-07-02,13:56:00,31,38,43,7.841722965,25.29999924,57.59999847,908.5672607
1,2024-07-02,13:56:04,27,34,38,9.477257729,25.69999886,59.20000076,924.5923462
2,2024-07-02,13:56:30,29,36,40,7.801809788,25.39999962,57.09999847,908.5426636
1,2024-07-02,13:56:34,26,33,37,9.477257729,25.69999886,59.29999924,924.5940552
2,2024-07-02,13:57:00,28,35,39,7.722259521,25.5,56.09999847,908.5158691
1,2024-07-02,13:57:04,26,33,37,9.497513771,25.69999886,59.40000153,924.5617065
2,2024-07-02,13:57:30,28,35,39,7.824605942,25.5,56.70000076,908.5161133
1,2024-07-02,13:57:34,26,33,37,9.497513771,25.69999886,59.5,924.4673462
2,2024-07-02,13:58:00,28,35,39,7.807506084,25.5,56.79999924,908.4919434
1,2024-07-02,13:58:04,26,33,37,9.497513771,25.69999886,59.5,924.5563965
2,2024-07-02,13:58:30,26,33,37,7.801809788,25.5,56.40000153,908.5003052
1,2024-07-02,13:58:34,26,33,37,9.497513771,25.69999886,59.59999847,924.583252
2,2024-07-02,13:59:00,27,34,38,7.614886761,25.60000038,55.29999924,908.4884644
1,2024-07-02,13:59:04,26,33,37,9.497513771,25.69999886,59.59999847,924.571228
2,2024-07-02,13:59:30,27,34,38,7.592367649,25.60000038,54.20000076,908.4810791
1,2024-07-02,13:59:34,26,32,36,9.497513771,25.69999886,59.5,924.5218506
2,2024-07-02,14:00:00,23,29,32,7.586744308,25.60000038,54.29999924,908.4371948
1,2024-07-02,14:00:04,27,34,38,9.497513771,25.69999886,59.59999847,924.5627441
2,2024-07-02,14:00:30,22,27,30,7.614886761,25.69999886,54.29999924,908.46521
1,2024-07-02,14:00:34,27,34,38,9.517789841,25.69999886,59.5,924.5303345
2,2024-07-02,14:01:00,22,27,30,7.603624821,25.60000038,54.20000076,908.4703369
1,2024-07-02,14:01:04,26,33,37,9.497513771,25.69999886,59.5,924.5003052
2,2024-07-02,14:01:30,22,27,30,7.620520592,25.69999886,54.29999924,908.513916
1,2024-07-02,14:01:34,25,31,35,9.517789841,25.69999886,59.70000076,924.5078125
1,2024-07-02,14:02:04,24,30,34,9.497513771,25.69999886,59.59999847,924.4717407
1,2024-07-02,14:02:34,25,31,35,9.517789841,25.69999886,59.59999847,924.4807739
1,2024-07-02,14:03:04,26,32,36,9.517789841,25.69999886,59.59999847,924.4696045
1,2024-07-02,14:03:34,25,31,35,9.517789841,25.69999886,59.70000076,924.4319458
1,2024-07-02,14:04:04,24,30,34,9.517789841,25.69999886,59.79999924,924.4315796
2,2024-07-02,14:04:31,21,26,29,7.65436697,25.69999886,54.70000076,908.4611206
2,2024-07-02,14:04:32,17,22,24,7.660014153,25.19999886,54.5,908.4437256
2,2024-07-02,14:04:32,17,22,24,7.65436697,25.19999886,54.5,908.47052
2,2024-07-02,14:04:32,17,22,24,7.65436697,25.19999886,54.5,908.4547119
2,2024-07-02,14:04:32,17,22,24,7.65436697,25.19999886,54.5,908.4547119
2,2024-07-02,14:04:32,17,22,24,7.648720741,25.19999886,54.5,908.4488525
1,2024-07-02,14:04:34,24,30,34,9.517789841,25.69999886,59.70000076,924.4254761
2,2024-07-02,14:05:00,17,22,24,7.508190632,25.19999886,54.40000153,908.4696045
1,2024-07-02,14:05:04,26,33,37,9.517789841,25.60000038,59.70000076,924.4511108
2,2024-07-02,14:05:30,17,22,24,7.553033829,25.19999886,54.90000153,908.4115601
1,2024-07-02,14:05:34,26,32,36,9.517789841,25.60000038,59.70000076,924.4051514
2,2024-07-02,14:06:00,18,23,26,7.502594471,25.19999886,54.40000153,908.3834229
1,2024-07-02,14:06:04,25,31,35,9.538079262,25.60000038,59.70000076,924.4906006
2,2024-07-02,14:06:30,17,22,25,7.524992943,25.19999886,54.5,908.4087524
1,2024-07-02,14:06:34,25,31,35,9.538079262,25.60000038,59.70000076,924.5007935
2,2024-07-02,14:07:00,17,21,23,7.609254837,25.29999924,54.90000153,908.4196777
1,2024-07-02,14:07:04,25,31,35,9.538079262,25.60000038,59.79999924,924.5098267
2,2024-07-02,14:07:30,16,20,22,7.620520592,25.39999962,55.20000076,908.3842163
1,2024-07-02,14:07:34,26,32,36,9.538079262,25.60000038,59.79999924,924.4759521
2,2024-07-02,14:08:00,17,21,23,7.609254837,25.39999962,54.70000076,908.3979492
1,2024-07-02,14:08:04,26,33,37,9.517789841,25.60000038,59.90000153,924.4398193
2,2024-07-02,14:08:30,17,21,23,7.413297653,25.5,54.20000076,908.4008789
1,2024-07-02,14:08:34,25,31,35,9.538079262,25.60000038,60.0,924.4318848
2,2024-07-02,14:09:00,16,20,22,7.335558414,25.39999962,53.59999847,908.369873
1,2024-07-02,14:09:04,25,31,35,9.538079262,25.60000038,60.0,924.461731
2,2024-07-02,14:09:30,16,20,22,7.341097355,25.39999962,53.59999847,908.3406372
1,2024-07-02,14:09:34,26,32,36,9.517789841,25.60000038,60.0,924.4559326
2,2024-07-02,14:10:00,14,18,20,7.307883263,25.19999886,53.70000076,908.3707886
1,2024-07-02,14:10:04,26,32,36,9.517789841,25.5,60.09999847,924.454834
2,2024-07-02,14:10:30,13,16,18,7.263700008,25.19999886,53.70000076,908.3348999
1,2024-07-02,14:10:34,26,32,36,9.538079262,25.5,60.09999847,924.5228271
2,2024-07-02,14:11:00,13,17,19,7.280252934,25.19999886,53.70000076,908.3378296
1,2024-07-02,14:11:04,26,32,36,9.538079262,25.5,60.20000076,924.5050659
2,2024-07-02,14:11:30,13,17,19,7.296825886,25.19999886,53.5,908.3283691
1,2024-07-02,14:11:34,25,31,35,9.558384895,25.5,60.20000076,924.4890747
2,2024-07-02,14:12:00,14,18,20,7.31341362,25.29999924,53.90000153,908.3203125
1,2024-07-02,14:12:04,26,33,37,9.538079262,25.5,60.09999847,924.496582
2,2024-07-02,14:12:30,14,18,20,7.418866158,25.29999924,54.09999847,908.3145142
1,2024-07-02,14:12:34,26,33,37,9.538079262,25.5,60.0,924.3917236
2,2024-07-02,14:13:00,13,17,19,7.502594471,25.29999924,54.29999924,908.3085327
1,2024-07-02,14:13:04,26,32,36,9.558384895,25.5,60.0,924.4724731
2,2024-07-02,14:13:30,13,16,18,7.547421455,25.29999924,54.5,908.3019409
1,2024-07-02,14:13:34,26,33,37,9.558384895,25.5,60.0,924.4313965
2,2024-07-02,14:14:00,13,16,18,7.197649002,25.10000038,52.59999847,908.3292236
1,2024-07-02,14:14:04,26,32,36,9.558384895,25.5,60.0,924.4335938
2,2024-07-02,14:14:30,13,16,18,7.318948269,25.0,53.70000076,908.3076782
1,2024-07-02,14:14:34,26,32,36,9.558384895,25.5,60.0,924.4049072
2,2024-07-02,14:15:00,13,17,19,7.341097355,25.10000038,53.70000076,908.2650146
1,2024-07-02,14:15:04,26,32,36,9.578705788,25.5,60.09999847,924.4222412
2,2024-07-02,14:15:30,13,16,18,7.413297653,25.10000038,53.79999924,908.2770386
1,2024-07-02,14:15:34,25,31,35,9.578705788,25.5,60.09999847,924.390686
2,2024-07-02,14:16:00,12,15,17,7.485814095,25.19999886,53.79999924,908.3690796
1,2024-07-02,14:16:04,25,31,35,9.578705788,25.5,60.09999847,924.4121704
2,2024-07-02,14:16:30,13,16,18,7.352186203,25.19999886,53.29999924,908.3190918
1,2024-07-02,14:16:34,26,32,36,9.578705788,25.5,60.09999847,924.3981934
2,2024-07-02,14:17:00,14,18,20,7.402169704,25.10000038,54.09999847,908.307251
1,2024-07-02,14:17:04,26,33,37,9.599045753,25.5,60.09999847,924.3884888
2,2024-07-02,14:17:30,14,18,20,7.44672823,25.10000038,54.09999847,908.3228149
1,2024-07-02,14:17:34,26,32,36,9.599045753,25.39999962,60.20000076,924.378418
2,2024-07-02,14:18:00,13,17,19,7.441150665,25.0,54.0,908.3087769
1,2024-07-02,14:18:04,26,32,36,9.619398117,25.39999962,60.20000076,924.4035645
2,2024-07-02,14:18:30,13,17,19,7.291300774,25.10000038,53.40000153,908.3110352
1,2024-07-02,14:18:34,26,33,37,9.639770508,25.5,60.20000076,924.4318237
2,2024-07-02,14:19:00,14,18,20,7.335558414,25.10000038,53.29999924,908.2997437
1,2024-07-02,14:19:04,26,32,36,9.721417427,25.5,60.20000076,924.3934326
1,2024-07-02,14:19:34,26,33,37,9.762335777,25.39999962,60.40000153,924.3950195
1,2024-07-02,14:20:04,26,32,36,9.803321838,25.39999962,60.40000153,924.3952637
1,2024-07-02,14:20:34,25,31,35,9.823834419,25.39999962,60.40000153,924.3967896
1,2024-07-02,14:21:04,26,32,36,9.823834419,25.5,60.5,924.3632813
1,2024-07-02,14:21:34,26,33,37,9.823834419,25.39999962,60.5,924.4187622
2,2024-07-02,14:21:54,14,18,20,7.391049862,25.10000038,53.40000153,908.1473389
2,2024-07-02,14:21:54,13,17,19,7.396608829,25.29999924,52.90000153,908.2251587
2,2024-07-02,14:21:54,13,17,19,7.396608829,25.29999924,52.90000153,908.2567749
2,2024-07-02,14:21:54,13,17,19,7.396608829,25.29999924,52.90000153,908.2567749
2,2024-07-02,14:21:54,13,17,19,7.396608829,25.29999924,52.90000153,908.2351685
2,2024-07-02,14:22:00,13,17,19,7.413297653,25.29999924,52.90000153,908.2410889
1,2024-07-02,14:22:04,26,33,37,9.823834419,25.39999962,60.59999847,924.4037476
2,2024-07-02,14:22:30,13,16,18,7.357732773,25.29999924,52.90000153,908.2659912
1,2024-07-02,14:22:34,26,32,36,9.823834419,25.39999962,60.59999847,924.4272461
2,2024-07-02,14:23:00,13,17,19,7.302353382,25.29999924,52.20000076,908.1956177
1,2024-07-02,14:23:04,26,33,37,9.885481834,25.39999962,60.79999924,924.4076538
2,2024-07-02,14:23:30,13,17,19,7.291300774,25.0,53.0,908.1543579
1,2024-07-02,14:23:34,25,31,35,9.885481834,25.39999962,60.79999924,924.4517822
2,2024-07-02,14:24:00,13,16,18,7.230639935,24.89999962,53.40000153,908.2255249
1,2024-07-02,14:24:04,25,31,35,9.885481834,25.29999924,60.79999924,924.4298706
2,2024-07-02,14:24:30,13,17,19,7.203142643,24.89999962,53.29999924,908.1914063
1,2024-07-02,14:24:34,26,33,37,9.885481834,25.39999962,60.79999924,924.4570313
2,2024-07-02,14:25:00,13,17,19,7.230639935,24.79999924,53.20000076,908.2731323
1,2024-07-02,14:25:04,26,33,37,9.885481834,25.29999924,60.90000153,924.3096313
2,2024-07-02,14:25:30,13,17,19,7.137339592,24.69999886,52.5,908.230957
1,2024-07-02,14:25:34,26,32,36,9.885481834,25.29999924,60.90000153,924.2920532
2,2024-07-02,14:26:00,15,19,21,7.285776615,24.60000038,53.5,908.2391968
1,2024-07-02,14:26:04,26,32,36,9.906061172,25.29999924,61.0,924.4356079
2,2024-07-02,14:26:30,15,19,21,7.307883263,24.60000038,53.29999924,908.2823486
1,2024-07-02,14:26:34,26,32,36,9.947272301,25.29999924,61.0,924.4519043
2,2024-07-02,14:27:00,14,18,20,7.363279343,24.69999886,53.79999924,908.2784424
1,2024-07-02,14:27:04,25,31,35,9.967900276,25.29999924,61.09999847,924.4384155
2,2024-07-02,14:27:30,13,17,19,7.280252934,24.69999886,53.5,908.2686157
1,2024-07-02,14:27:34,26,32,36,10.00920773,25.29999924,61.09999847,924.4379883
2,2024-07-02,14:28:00,13,17,19,7.252671719,24.60000038,53.29999924,908.2453003
1,2024-07-02,14:28:04,27,34,38,10.00920773,25.19999886,61.09999847,924.4656372
2,2024-07-02,14:28:30,13,17,19,7.31341362,24.60000038,53.70000076,908.2770996
1,2024-07-02,14:28:34,28,35,39,10.02988625,25.29999924,61.20000076,924.4593506
2,2024-07-02,14:29:00,14,18,20,7.203142643,24.60000038,53.09999847,908.2374878
1,2024-07-02,14:29:04,27,34,38,10.05057526,25.29999924,61.20000076,924.4703369
2,2024-07-02,14:29:30,13,17,19,7.142812252,24.5,53.0,908.2717285
1,2024-07-02,14:29:34,26,32,36,10.00920773,25.29999924,61.09999847,924.4450684
1,2024-07-02,14:30:04,26,33,37,10.05057526,25.29999924,61.29999924,924.4700928
2,2024-07-02,14:30:33,13,17,19,7.142812252,24.5,53.29999924,908.1334229
2,2024-07-02,14:30:33,13,17,19,7.164723873,24.39999962,54.0,908.2637329
1,2024-07-02,14:30:34,27,34,38,10.05057526,25.29999924,61.5,924.4910889
2,2024-07-02,14:31:00,13,17,19,7.258183956,24.5,53.59999847,908.2451782
1,2024-07-02,14:31:04,27,34,38,10.0712862,25.19999886,61.5,924.4625244
2,2024-07-02,14:31:30,13,17,19,7.219635487,24.5,52.90000153,908.2409668
1,2024-07-02,14:31:34,26,33,37,10.0712862,25.19999886,61.5,924.442627
1,2024-07-02,14:32:04,26,32,36,10.05057526,25.19999886,61.5,924.4245605
